Processes: 410 total, 2 running, 408 sleeping, 1401 threads 
2018/10/10 12:34:45
Load Avg: 0.85, 0.82, 0.82 
CPU usage: 10.34% user, 20.68% sys, 68.96% idle 
SharedLibs: 246M resident, 61M data, 40M linkedit.
MemRegions: 65420 total, 1337M resident, 91M private, 1422M shared.
PhysMem: 8012M used (2210M wired), 179M unused.
VM: 1985G vsize, 1302M framework vsize, 2450971(0) swapins, 2752124(0) swapouts.
Networks: packets: 5612698/5892M in, 3672014/2386M out.
Disks: 2535795/38G read, 2289854/39G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP  PPID  STATE    BOOSTS       %CPU_ME %CPU_OTHRS UID FAULTS     COW     MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
36558  secinitd         0.0  00:00.49 2     2   43     4256K  0B     4124K  36558 1     sleeping  0[1]        0.00000 0.00000    205 12342      174     449        4505       13071      5130       8960       0       193       0.0   0          0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
36557  com.apple.geod   0.0  00:04.45 3     1   55     10M    0B     7832K  36557 1     sleeping  0[3]        0.00000 0.00000    205 37146      351     1674       934        82782      4991       44480      473     20875     0.0   0          0         _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
36543  USBAgent         0.0  00:00.06 2     2   30     2192K  0B     2160K  36543 1     sleeping  0[0]        0.00000 0.00000    501 4231       149     259        157        1707       603        560        8       20        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
34749  sandboxd         0.0  00:12.87 6     5   70     16M    0B     14M    34749 1     sleeping *0[1]        0.00000 0.00000    0   219882     166     45595      20912      310744+    60229      110681+    3716    15868     0.0   44746      135387    root               N/A    N/A   N/A   N/A   N/A   N/A  
23542  top              12.9 00:01.69 1/1   0   25     3420K  0B     0B     23542 10700 running  *0[1]        0.00000 0.00000    0   5783+      99      269758+    134862+    18847+     164128+    205+       0       8+        13.0  273679609  399247874 root               N/A    N/A   N/A   N/A   N/A   N/A  
21448  coreautha        0.0  00:14.67 3     1   202    12M    0B     7236K  21448 1     sleeping *0[1477]     0.00000 0.00000    501 32266      297     81537+     37065+     2273627+   334344+    192196+    408     17780+    0.0   176185     707490    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20952  QuickLookSatelli 0.0  00:00.06 2     1   51     4108K  0B     2664K  20952 1     sleeping  0[1]        0.00000 0.00000    501 5571       211     258        61         1842       517        364        0       1         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20951  quicklookd       0.0  00:00.19 6     3   102    3804K  128K   1764K  20951 1     sleeping  0[8]        0.00000 0.00000    501 6119       240     729        205        24005      1536       1250       62      33        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20699  diagnosticd      0.0  01:41.22 2     2   100    1664K  0B     756K   20699 1     sleeping *0[1]        0.00000 0.00000    0   30808      148     687125     229872     2504642    917666     822171     1725    3466      0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
20194  mdworker_shared  0.0  00:00.12 3     1   59     3352K  0B     3300K  20194 1     sleeping *0[1]        0.00000 0.00000    501 7493       225     874        359        2425       1067       855        5       0         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20193  mdworker_shared  0.0  00:00.10 3     1   59     3348K  0B     3296K  20193 1     sleeping *0[1]        0.00000 0.00000    501 7451       225     704        296        1504       808        683        4       0         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20192  mdworker_shared  0.0  00:00.11 3     1   59     3388K  0B     3336K  20192 1     sleeping *0[1]        0.00000 0.00000    501 7472       225     755        313        1829       884        839        10      0         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20191  mdworker_shared  0.0  00:00.13 3     1   57     3372K  0B     3312K  20191 1     sleeping *0[1]        0.00000 0.00000    501 7544       225     1015       420        3041       1257       988        6       0         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
20139  netbiosd         0.0  00:00.06 2     2   27     2372K  0B     1840K  20139 1     sleeping *0[1]        0.00000 0.00000    222 3000       164     123        38         1532       254        354        40      31        0.0   0          0         _netbios           N/A    N/A   N/A   N/A   N/A   N/A  
20128  eapolclient      0.0  00:00.06 3     1   52     2444K  0B     1176K  20128 59    sleeping *0[1]        0.00000 0.00000    501 3689       362     321        104        8209       805        414        40      3         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
18867  mapspushd        0.0  00:01.30 2     1   86     6920K  0B     6280K  18867 1     sleeping  0[48]       0.00000 0.00000    501 27317      233     2933       4448       29554      10047      15057      269     428       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17300  silhouette       0.0  00:00.20 2     1   60     2676K  0B     2468K  17300 1     sleeping  0[0]        0.00000 0.00000    501 7859       156     657        576        6050       2127       1616       27      44        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17226  mdworker_shared  0.0  00:00.15 4     1   56     12M    0B     10M    17226 1     sleeping *0[1]        0.00000 0.00000    501 9319       194     812        343        2158       961        406        233     3         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17168  IMAutomaticHisto 0.0  00:00.48 2     2   72     2588K  0B     2148K  17168 1     sleeping  0[0]        0.00000 0.00000    501 19165      204     1700       1180       10627      4577       5494       20      202       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17167  periodic-wrapper 0.0  00:00.03 2     2   25     380K   0B     228K   17167 1     sleeping *0[1]        0.00000 0.00000    0   1197       80      83         86         741        256        362        1       29        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
17124  FMIPClientXPCSer 0.0  00:00.26 2     1   38     1848K  0B     1648K  17124 1     sleeping  0[3]        0.00000 0.00000    501 8151       228     632        588        6744       2067       1834       433     53        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17123  siriknowledged   0.0  00:00.43 2     2   42     1916K  0B     1600K  17123 1     sleeping  0[1]        0.00000 0.00000    501 13108      205     1255       1366       9787       2993       5475       90      224       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17102  com.apple.iTunes 0.0  00:03.64 2     2   47     4540K  0B     4356K  17102 1     sleeping  0[3930]     0.00000 0.00000    501 16527      190     28007      11935      58866      34634      27540      127     222       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
17099  assistant_servic 0.0  00:46.87 3     1   141    20M    0B     19M    17099 1     sleeping  0[333]      0.00000 0.00000    501 303891     855     90163      44408      670068     177767     256111     2547    22823     0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
15702  com.apple.audio. 0.0  00:00.02 2     2   21     908K   0B     884K   15702 1     sleeping  0[2]        0.00000 0.00000    501 3289       145     115        69         1243       280        283        0       17        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
15189  keybagd          0.0  00:00.02 2     2   19     716K   0B     656K   15189 1     sleeping *0[1]        0.00000 0.00000    0   1576       139     63         26         823        148        212        20      2         0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
14120  CallHistorySyncH 0.0  00:01.83 2     1   79     6708K  0B     6088K  14120 1     sleeping  0[36]       0.00000 0.00000    501 22300      319     2141       3796       38379      18755      18735      245     153       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
13562  VTDecoderXPCServ 0.0  00:01.07 2     1   54     11M    0B     3932K  13562 1     sleeping  0[230]      0.00000 0.00000    501 26425      203     21440      9121       7358       16864      6172       83      7         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
12786  com.apple.WebKit 0.0  00:10.75 11    1   177    157M   0B     101M   12786 1     sleeping  0[2966]     0.00000 0.00000    501 86736      582     39999      17724      373146+    108814+    71020+     317     4933      0.0   57078      195414    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
12392  com.apple.photom 0.0  00:01.33 2     2   48     8140K  0B     7688K  12392 1     sleeping  0[8]        0.00000 0.00000    501 21889      612     3189       1306       23756      5225       11010      915     249       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
12278  mdworker_shared  0.0  00:00.19 3     1   61     3912K  0B     3624K  12278 1     sleeping *0[1]        0.00000 0.00000    501 4721       204     850        356        2388       1025       883        24      3         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
11519  com.apple.Safari 0.0  00:00.16 2     1   41     3232K  0B     2932K  11519 1     sleeping  0[4]        0.00000 0.00000    501 4490       203     194        82         4156       495        734        2       7         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
11514  com.apple.Safari 0.0  00:00.42 3     1   56     5656K  0B     5068K  11514 1     sleeping  0[29]       0.00000 0.00000    501 8314       221     681        319        9343       1570       5015       5       522       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10700  bash             0.0  00:01.13 1     0   21     1816K  0B     240K   10700 10698 sleeping *0[1]        0.00000 0.00000    501 36083      17346   1057       519        59639      646        4081       44      0         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10698  login            0.0  00:01.00 2     1   30     1080K  0B     908K   10698 10696 sleeping *0[9]        0.00000 0.00000    0   1846       199     123        36         24845      263        8508       2       4         0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
10696  Terminal         0.7  01:46.34 8     3   310+   88M    8192B  8768K  10696 1     sleeping *0[838+]     0.00000 0.02620    501 5315609+   556     317581+    74503+     3923736+   790370+    368258+    2963    7307+     0.9   11092330   13627365  maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10656  mdworker_shared  0.0  00:00.21 3     1   61     3932K  0B     2856K  10656 1     sleeping *0[1]        0.00000 0.00000    501 5248       205     865        376        2618       1087       928        21      4         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10557  com.apple.audio. 0.0  00:00.02 2     2   14     844K   0B     820K   10557 1     sleeping  0[2]        0.00000 0.00000    501 2675       144     98         40         1018       212        108        0       4         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10498  MTLCompilerServi 0.0  00:00.09 2     2   21     6612K  0B     6592K  10498 1     sleeping  0[7]        0.00000 0.00000    501 5194       441     160        54         1262       357        309        343     5         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10470  mdworker_shared  0.0  00:00.47 3     1   57     8228K  0B     5904K  10470 1     sleeping *0[1]        0.00000 0.00000    501 17824      193     2395       992        10287      2938       1795       617     5         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10458  IMRemoteURLConne 0.0  00:00.12 3     1   72     3456K  0B     3048K  10458 1     sleeping  0[9]        0.00000 0.00000    501 5350       203     518        459        4732       1538       1799       0       27        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
10360  mdworker_shared  0.0  00:00.54 4     1   59     16M    0B     14M    10360 1     sleeping *0[1]        0.00000 0.00000    501 21524      195     2475       1023       10838      3062       2020       617     5         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9867   IMRemoteURLConne 0.0  00:00.14 3     1   70     2896K  0B     2560K  9867  1     sleeping  0[7]        0.00000 0.00000    501 4580       205     631        536        6078       2069       1850       0       45        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9866   IMRemoteURLConne 0.0  00:00.07 2     1   28     844K   0B     824K   9866  1     sleeping  0[0]        0.00000 0.00000    501 1649       135     570        200        3294       1007       378        2       6         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9632   MTLCompilerServi 0.0  00:00.12 2     2   21     6544K  0B     6516K  9632  1     sleeping  0[4]        0.00000 0.00000    262 8215       443     139        92         1450       371        675        3       14        0.0   0          0         _cmiodalassistants N/A    N/A   N/A   N/A   N/A   N/A  
9626   avconferenced    0.0  08:56.07 3     1   183    29M    0B     28M    9626  1     sleeping  0[56]       0.00000 0.00000    501 421234     465     2687863    1184951    5971369    2142913    2650937    2406    298380    0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9012   com.apple.Safari 0.0  00:00.11 2     1   41     1776K  0B     1544K  9012  1     sleeping  0[1]        0.00000 0.00000    501 8485       177     396        372        4126       1294       1101       2       33        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9007   MTLCompilerServi 0.0  00:00.28 2     2   26     7540K  0B     3276K  9007  1     sleeping  0[34]       0.00000 0.00000    501 10277      442     353        131        2309       643        1162       577     18        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
9006   QuickLookUIServi 0.0  00:11.11 3     1   175    26M    0B     6692K  9006  1     sleeping  0[3881]     0.00000 0.00000    501 106146     2842    59940      23707      1057564    183065     112265     3208    3973      0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
8797   com.apple.access 0.0  00:00.22 2     2   31     932K   0B     744K   8797  1     sleeping  0[341]      0.00000 0.00000    501 5493       130     3372       1852       8020       3896       4232       2       139       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
8702   SafariNotificati 0.0  00:04.58 4     1   65     7572K  0B     6324K  8702  1     sleeping *0[1]        0.00000 0.00000    501 21616      255     1390       9056       141208     16265      75696      22      23592     0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
8133   mdworker_shared  0.0  00:00.63 3     1   57     9936K  0B     8560K  8133  1     sleeping *0[1]        0.00000 0.00000    501 19189      193     2924       1210       14206      3830       2187       0       11        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
7861   mdworker_shared  0.0  00:00.53 3     1   57     9496K  0B     7740K  7861  1     sleeping *0[1]        0.00000 0.00000    501 15379      193     2765       1164       13010      3586       2139       640     8         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
7134   VK Messenger Hel 0.0  00:00.82 16    1   118    45M    0B     43M    57518 57518 sleeping *0[1]        0.00000 0.00000    501 28119      1149    920        449        44400      6523       3745       979     420       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
7066   MTLCompilerServi 0.0  00:00.21 2     2   21     6980K  0B     2808K  7066  1     sleeping  0[13]       0.00000 0.00000    501 8217       441     200        66         1546       410        946        1346    6         0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
6957   com.apple.Commer 0.0  00:00.06 2     2   40     2804K  0B     2548K  6957  1     sleeping  0[1]        0.00000 0.00000    501 4268       183     175        122        1827       432        367        21      22        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
4302   com.apple.toneli 0.0  00:00.12 2     2   28     864K   0B     672K   4302  1     sleeping  0[0]        0.00000 0.00000    501 5241       132     258        475        2797       795        1372       1       85        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
2923   VTDecoderXPCServ 0.0  00:00.87 2     1   64     9036K  0B     8680K  2923  1     sleeping  0[197]      0.00000 0.00000    501 27537      231     18867      12353      23330      20142      13543      21      308       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
2814   com.apple.Commer 0.0  00:00.16 2     2   40     2920K  0B     2680K  2814  1     sleeping  0[13]       0.00000 0.00000    501 8301       187     358        506        3648       934        1490       45      98        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
2813   storeinstalld    0.0  00:00.13 2     1   32     1188K  0B     972K   2813  1     sleeping  0[11]       0.00000 0.00000    0   6387       159     516        557        6090       1795       1403       1       46        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
2569   applessdstatisti 0.0  00:00.02 2     1   35     820K   0B     660K   2569  1     sleeping *0[1]        0.00000 0.00000    0   2179       134     125        87         1171       294        267        10      20        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
2429   reversetemplated 0.0  00:00.80 3     1   46     13M    0B     13M    2429  1     sleeping  0[348]      0.00000 0.00000    501 29131      201     4043       1580       16098      8668       8855       118     312       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
2428   recentsd         0.0  00:00.92 2     1   66     3908K  0B     3464K  2428  1     sleeping  0[316]      0.00000 0.00000    501 17507      201     3724       1700       19611      9451       6916       88      126       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1922   VTDecoderXPCServ 0.0  00:00.71 2     1   64     9616K  0B     9168K  1922  1     sleeping  0[0]        0.00000 0.00000    501 13564      231     19694      8827       9065       16350      6088       33      97        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1859   SafariQuickLookP 0.0  00:08.99 5     1   306    70M    0B     67M    1859  1     sleeping  0[3144]     0.00000 0.00000    501 96396      369     61086      26751      1186444    212375     117292     26      5613      0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1685   ContextService   0.0  00:02.46 2     2   46     10M    0B     7256K  1685  1     sleeping  0[87]       0.00000 0.00000    501 28600      730     1426       843        4723       2302       8948       6062    106       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1580   dprivacyd        0.0  00:01.44 2     2   77     4248K  0B     2892K  1580  1     sleeping  0[494]      0.00000 0.00000    0   17971      213     6594       2575       23046      16561      13347      65      284       0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
1533   MTLCompilerServi 0.0  00:00.15 2     2   24     7788K  0B     7760K  1533  1     sleeping  0[6]        0.00000 0.00000    501 7020       442     163        97         1827       409        424        344     15        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1427   mdworker         0.0  01:09.20 2     1   48     4876K  0B     4664K  1427  1     sleeping *0[1]        0.00000 0.00000    501 8039       194     592        589        1191425    2025       158938     2       159       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1426   mdworker         0.0  00:10.39 2     1   42     3456K  0B     3256K  1426  1     sleeping *0[1]        0.00000 0.00000    89  8013       195     656        635        208901     2101       39592      4       45        0.0   0          0         _spotlight         N/A    N/A   N/A   N/A   N/A   N/A  
1424   UsageTrackingAge 0.0  00:00.27 2     1   54     2256K  0B     1852K  1424  1     sleeping  0[0]        0.00000 0.00000    501 9206       182     788        677        9864       2533       2556       31      83        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1385   assertiond       0.0  00:00.59 2     1   49     1636K  0B     1208K  1385  1     sleeping  0[89]       0.00000 0.00000    501 11696      157     1808       1099       8128       3079       5486       363     1003      0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1379   appstoreagent    0.0  00:10.36 3     1   101    6832K  0B     6012K  1379  1     sleeping  0[13]       0.00000 0.00000    501 63109      343     14867      4587       412043     56352      151771     803     38446     0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1362   keyboardservices 0.0  00:03.48 2     1   68     4784K  0B     2944K  1362  1     sleeping  0[12]       0.00000 0.00000    501 27315      217     2135       4006       90015      7929       57846      294     22635     0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1361   AppleSpell       0.0  05:49.51 2     1   127    42M    0B     31M    1361  1     sleeping *0[1]        0.00000 0.00000    501 168735     583     195159     40794      1498927    286665     719357     24938   271       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1310   MTLCompilerServi 0.0  00:00.20 2     2   24     8604K  0B     8580K  1310  1     sleeping  0[6]        0.00000 0.00000    501 8546       444     160        96         1869       408        735        0       22        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1288   SiriNCService    0.0  00:33.46 3     1   264    30M    0B     12M    1288  1     sleeping *0[14945+]   0.00000 0.01459    501 49476      504     784283+    246112+    3734933+   996274+    269181+    778     9044      0.0   156432     416692    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1277   MTLCompilerServi 0.0  00:00.45 2     2   24     13M    0B     13M    1277  1     sleeping  0[18]       0.00000 0.00000    501 16285      444     236        114        2958       493        832        2       20        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1262   com.apple.audio. 0.0  00:00.04 2     2   21     904K   0B     868K   1262  1     sleeping  0[0]        0.00000 0.00000    501 3850       145     111        87         1339       293        370        0       22        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1259   AudioComponentRe 0.0  00:00.55 2     1   73     5448K  0B     5160K  1259  1     sleeping  0[49]       0.00000 0.00000    501 14245      462     1522       947        23805      4176       3699       12      57        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1182   MTLCompilerServi 0.0  00:00.14 2     2   21     8924K  0B     8892K  1182  1     sleeping  0[4]        0.00000 0.00000    0   7658       440     110        87         1594       310        420        0       17        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
1137   storeassetd      0.0  00:17.01 4     1   213    14M    0B     10M    1137  1     sleeping *264[6]      0.00000 0.00000    501 37193      433     80842+     40975+     1875326+   344954+    238742+    283     39839     0.0   158924     463880    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1133   storelegacy      0.0  00:00.25 2     1   49     3056K  0B     2820K  1133  1     sleeping  0[12]       0.00000 0.00000    501 8766       183     929        635        7301       2464       1946       10      56        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1128   LaterAgent       0.0  00:13.60 3     1   171    9204K  0B     5928K  1128  1     sleeping *0[1]        0.00000 0.00000    501 26360      285     82067+     38957+     2377148+   347692+    202165+    51      18646     0.0   194859     571675    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1127   SoftwareUpdateNo 0.0  00:13.56 3     1   149    9084K  0B     6140K  1127  1     sleeping *0[1]        0.00000 0.00000    501 24884      266     80434+     38137+     2367979+   344917+    180445+    19      18411     0.0   157199     453436    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1104   dmd              0.0  00:00.40 2     1   38     2152K  0B     1652K  1104  1     sleeping  0[0]        0.00000 0.00000    0   11199      234     1320       1327       26096      5317       4706       133     78        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
1094   findmydevice-use 0.0  00:00.23 2     1   57     2848K  0B     2448K  1094  1     sleeping  0[65]       0.00000 0.00000    501 9961       179     936        751        9530       3033       2534       0       104       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1090   jetbrains-toolbo 0.0  01:36.96 14    1   131    55M    0B     28M    1039  1069  sleeping *0[1]        0.00000 0.00000    501 741204     1648    512485+    219109+    5520987+   1093671+   624395+    5557    160126+   0.0   22113      138253    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1089   jetbrains-toolbo 0.0  00:32.48 9     1   124    46M    0B     24M    1039  1069  sleeping *0[1]        0.00000 0.00000    501 40616      1692    168015     81419      5157388    866473     211079     841     41327     0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1081   gamecontrollerd  0.0  00:14.08 3     2   42     1288K  0B     836K   1081  1     sleeping  0[9]        0.00000 0.00000    247 20888      159     35978      641        839949     143240     256200     1       27313     0.0   0          0         _gamecontrollerd   N/A    N/A   N/A   N/A   N/A   N/A  
1080   MTLCompilerServi 0.0  00:00.10 2     2   24     5508K  0B     5488K  1080  1     sleeping  0[2]        0.00000 0.00000    501 6290       442     135        90         1526       376        669        0       22        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1069   jetbrains-toolbo 0.0  01:17.51 20    2   312    29M    0B     15M    1039  1039  sleeping *0[1]        0.00000 0.00000    501 48889      1801    469884+    228718+    11221026+  1794250+   697956+    4775    202819+   0.0   207637     670285    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1063   CleanMyMac X Hea 0.0  03:25.39 4     2   198    38M    0B     32M    1063  1     sleeping *0[1]        0.00000 0.00000    501 382693     978     2063158+   321875+    6001612+   3306019+   1973790+   2074    51110     0.0   161411     462852    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1058   cacheAssistant   0.0  00:00.12 2     2   28     1180K  0B     1000K  1058  1     sleeping  0[1]        0.00000 0.00000    0   6444       163     225        473        3022       729        1457       20      86        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
1055   TISwitcher       0.0  00:16.09 3     1   221    11M    0B     7964K  1055  1     sleeping *0[1]        0.00000 0.00000    501 26701      321     104080+    49248+     2784895+   398495+    215203+    21      18533     0.0   174469     502842    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1051   ctkd             0.0  00:00.13 2     2   30     2264K  0B     2024K  1051  1     sleeping  0[2]        0.00000 0.00000    501 6758       152     261        482        3066       786        1616       4       85        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1050   ctkahp           0.0  00:00.17 2     1   48     2548K  0B     2028K  1050  1     sleeping  0[108]      0.00000 0.00000    501 7787       157     1155       706        7075       2621       1943       16      48        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1047   ctkahp           0.0  00:00.09 2     1   32     2396K  0B     1968K  1047  1     sleeping  0[104]      0.00000 0.00000    0   6013       152     898        379        2753       1460       1114       14      22        0.0   0          0         root               N/A    N/A   N/A   N/A   N/A   N/A  
1045   nbagent          0.0  00:16.69 4     1   205    10M    0B     7312K  1045  1     sleeping  0[1720]     0.00000 0.00000    501 41442      294     82269+     45190+     2465567+   356006+    252289+    52      37259     0.0   162183     468011    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1043   cloudpaird       0.0  01:13.95 2     1   110    4164K  0B     2928K  1043  1     sleeping *1+[6439+]   0.00000 0.00000    501 15592      227     14813      27230      12287209   2184106    1074579    72      192       0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1042   AirPlayUIAgent   0.0  00:14.66 3     1   161    6396K  0B     3600K  1042  1     sleeping *0[1621]     0.00000 0.00000    501 24575      262     83716+     39187+     2387178+   350370+    204171+    34      18528     0.0   175424     641922    maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1039   jetbrains-toolbo 0.5  13:19.02 7     1   208    63M    0B     28M    1039  1     sleeping *0[1]        0.00000 0.00000    501 465442     6394    127625+    80981+     129338632+ 24488272+  4723516+   2392    1142678+  1.2   2449831    9269998   maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1038   Siri             0.0  00:39.33 3     1   170    9444K  0B     6048K  1038  1     sleeping *0[1]        0.00000 0.01995    501 30308      289     567683+    177483+    4731774+   978028+    407488+    150     18382     0.0   366029     1041633   maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1037   dmd              0.0  00:00.46 2     1   50     2304K  0B     1800K  1037  1     sleeping  0[16]       0.00000 0.00000    501 13452      237     1630       1401       26775      5929       5305       670     87        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1035   SocialPushAgent  0.0  00:00.26 2     1   49     1416K  0B     1168K  1035  1     sleeping  0[50]       0.00000 0.00000    501 9234       160     1524       704        8021       3569       3218       189     86        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
1033   corespeechd      0.0  00:00.13 2     1   38     1204K  0B     884K   1033  1     sleeping *0[1]        0.00000 0.00000    501 6908       163     513        477        6736       1821       1671       19      43        0.0   0          0         maximsalo          N/A    N/A   N/A   N/A   N/A   N/A  
